time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow [mm],Snow Melt (Liquid) [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
7667,2000-12-28,00:00:00.00,0,0,0.291338,0,0.722546,0,9553.94,0,1.99864,0,5.60801,0,77.4783,0,0.013699,13.5,9653.56,15759.7,6107.77,2.91038e-11
7668,2000-12-29,00:00:00.00,0,0,0.291338,0,0.721867,0,9554.22,0,1.98354,0,5.5332,0,77.4783,0,0.013699,13.2399,9653.48,15759.7,6107.85,2.36469e-11
7669,2000-12-30,00:00:00.00,0,0,0.291338,0,0.721203,0,9554.49,0,1.96901,0,5.45972,0,77.4783,0,0.013699,12.9868,9653.41,15759.7,6107.92,3.09228e-11
7670,2000-12-31,00:00:00.00,0,0,0.291338,0,0.720554,0,9554.75,0,1.95469,0,5.38754,0,77.4783,0,0.013699,12.7344,9653.33,15759.7,6107.99,3.09228e-11
7671,2001-01-01,00:00:00.00,0,0,0.291338,0,0.719919,0,9555.05,0,1.93878,0,5.31663,0,77.4783,0,0.013699,12.4517,9653.26,15759.7,6108.06,4.36557e-11
7672,2001-01-02,00:00:00.00,0,0,0.291338,0,0.719298,0,9555.38,0,1.92134,0,5.24696,0,77.4783,0,0.013699,12.1385,9653.19,15759.7,6108.13,2.72848e-11
7673,2001-01-03,00:00:00.00,0,0,0.291338,0,0.718691,0,9555.73,0,1.90341,0,5.1785,0,77.4783,0,0.013699,11.8124,9653.12,15759.7,6108.2,2.91038e-11
7674,2001-01-04,00:00:00.00,0,0,0.291338,0,0.718096,0,9556.07,0,1.88574,0,5.11124,0,77.4783,0,0.013699,11.4864,9653.06,15759.7,6108.27,4.54747e-11
7675,2001-01-05,00:00:00.00,0,2.43667,0.291338,0,0.717515,0,9556.39,0,1.86977,0,5.04513,0,78.3046,0,0.013699,12.7975,9655.43,15762.1,6108.34,3.27418e-11
7676,2001-01-06,00:00:00.00,0,0,0.291338,0,0.716946,0,9556.77,0,1.85058,0,4.98016,0,78.3046,0,0.013699,12.434,9655.36,15762.1,6108.4,3.27418e-11
7677,2001-01-07,00:00:00.00,0,0,0.291338,0,0.71639,0,9557.06,0,1.83613,0,4.91631,0,78.3046,0,0.013699,12.1555,9655.3,15762.1,6108.47,3.81988e-11
7678,2001-01-08,00:00:00.00,0,0,0.291338,0,0.715845,0,9557.32,0,1.82356,0,4.85354,0,78.3046,0,0.013699,11.9102,9655.23,15762.1,6108.53,3.09228e-11
7679,2001-01-09,00:00:00.00,0,2.57732,0.291338,0,0.715312,0,9557.6,0,1.8102,0,4.79184,0,79.2175,0,0.013699,13.3115,9657.75,15764.7,6108.59,3.09228e-11
7680,2001-01-10,00:00:00.00,0,0,0.291338,0,0.714791,0,9557.93,0,1.79414,0,4.73119,0,79.2175,0,0.013699,12.992,9657.69,15764.7,6108.65,3.27418e-11
7681,2001-01-11,00:00:00.00,0,0,0.291338,0,0.71428,0,9558.31,0,1.77612,0,4.67155,0,79.2175,0,0.013699,12.6291,9657.63,15764.7,6108.71,3.09228e-11
7682,2001-01-12,00:00:00.00,0,0,0.291338,0,0.71378,0,9558.64,0,1.76089,0,4.61292,0,79.2175,0,0.013699,12.3181,9657.57,15764.7,6108.77,3.45608e-11
7683,2001-01-13,00:00:00.00,0,0,0.291338,0,0.71329,0,9558.98,0,1.74509,0,4.55526,0,79.2175,0,0.013699,11.9908,9657.51,15764.7,6108.83,2.72848e-11
7684,2001-01-14,00:00:00.00,0,3.53339,0.291338,0,0.712811,0,9559.35,0,1.72814,0,4.49857,0,80.8799,0,0.0136952,13.5073,9660.98,15768.2,6108.89,3.09228e-11
7685,2001-01-15,00:00:00.00,0,0,0.291338,0,0.712342,0,9559.71,0,1.71206,0,4.44281,0,80.8799,0,0.0136922,13.1656,9660.93,15768.2,6108.95,3.27418e-11
7686,2001-01-16,00:00:00.00,0,0,0.291338,0,0.711882,0,9560.07,0,1.69602,0,4.38797,0,80.8799,0,0.0136832,12.821,9660.87,15768.2,6109,3.27418e-11
7687,2001-01-17,00:00:00.00,0,0,0.291338,0,0.711432,0,9560.37,0,1.68292,0,4.33403,0,80.8799,0,0.0136832,12.5339,9660.82,15768.2,6109.05,3.63798e-11
7688,2001-01-18,00:00:00.00,0,4.05536,0.291338,0,0.710991,0,9560.7,0,1.66875,0,4.28098,0,83.095,0,0.0136772,14.0608,9664.82,15772.3,6109.11,3.63798e-11
7689,2001-01-19,00:00:00.00,0,2.09929,0.291338,0,0.710559,0,9561.07,0,1.65301,0,4.22878,0,85.0945,0,0.0136591,13.8104,9666.87,15774.4,6109.16,3.45608e-11
7690,2001-01-20,00:00:00.00,0,2.44322,0.291338,0,0.710136,0,9561.47,0,1.63578,0,4.17744,0,87.3934,0,0.0136301,13.5687,9669.26,15776.8,6109.21,3.09228e-11
7691,2001-01-21,00:00:00.00,0,3.91798,0.291338,0,0.709721,0,9561.89,0,1.618,0,4.12692,0,91.0652,0,0.0135967,13.4101,9673.13,15780.7,6109.26,3.27418e-11
7692,2001-01-22,00:00:00.00,0,5.32781,0.291338,0,0.709315,0,9562.34,0,1.59882,0,4.07722,0,96.0521,0,0.0135425,13.3172,9678.4,15786.1,6109.31,2.91038e-11
7693,2001-01-23,00:00:00.00,0,0,0.291338,0,0.708916,0,9562.8,0,1.58007,0,4.02831,0,96.0521,0,0.0134882,12.8849,9678.35,15786.1,6109.36,2.91038e-11
7694,2001-01-24,00:00:00.00,0,0,0.291338,0,0.708526,0,9563.23,0,1.56247,0,3.98018,0,96.0521,0,0.0134369,12.472,9678.31,15786.1,6109.41,3.27418e-11
7695,2001-01-25,00:00:00.00,0,7.3806,0.291338,0,0.708144,0,9563.62,0,1.54701,0,3.93282,0,101.386,0,0.0134043,14.1412,9685.64,15793.4,6109.46,2.91038e-11
7696,2001-01-26,00:00:00.00,0,0,0.291338,0,0.707769,0,9564.04,0,1.53058,0,3.88621,0,101.386,0,0.0133558,13.7408,9685.59,15793.4,6109.51,3.27418e-11
7697,2001-01-27,00:00:00.00,0,0,0.291338,0,0.707402,0,9564.49,0,1.51279,0,3.84033,0,101.386,0,0.0132905,13.3058,9685.55,15793.4,6109.55,3.09228e-11
7698,2001-01-28,00:00:00.00,0,2.03109,0.291338,0,0.707041,0,9564.98,0,1.49282,0,3.79517,0,102.201,0,0.0131583,14.0464,9687.53,15795.5,6109.6,1.63709e-11
7699,2001-01-29,00:00:00.00,0,0,0.291338,0,0.706688,0,9565.42,0,1.47601,0,3.75072,0,102.201,0,0.0130733,13.6312,9687.49,15795.5,6109.64,1.63709e-11
7700,2001-01-30,00:00:00.00,0,3.78946,0.291338,0,0.706342,0,9565.88,0,1.45812,0,3.70696,0,104.718,0,0.013022,14.4601,9691.23,15799.3,6109.69,3.27418e-11
7701,2001-01-31,00:00:00.00,0,0,0.291338,0,0.706003,0,9566.38,0,1.43907,0,3.66388,0,104.718,0,0.0130015,13.9792,9691.19,15799.3,6109.73,3.09228e-11
7702,2001-02-01,00:00:00.00,0,0,0.291338,0,0.70567,0,9566.94,0,1.41771,0,3.62147,0,104.718,0,0.012969,13.4364,9691.15,15799.3,6109.77,2.72848e-11
7703,2001-02-02,00:00:00.00,0,1.87732,0.291338,0,0.705343,0,9567.52,0,1.39591,0,3.57971,0,105.891,0,0.0129223,13.5824,9692.98,15801.1,6109.82,1.81899e-11
7704,2001-02-03,00:00:00.00,0,0,0.291338,0,0.705023,0,9568.19,0,1.37099,0,3.53859,0,105.875,0.0165742,0.0128476,12.9424,9692.94,15801.1,6109.86,1.81899e-11
7705,2001-02-04,00:00:00.00,0,5.60584,0.291338,0,0.704709,0,9568.76,0,1.35028,0,3.4981,0,111.397,0,0.0128013,12.4883,9698.5,15806.7,6109.9,2.91038e-11
7706,2001-02-05,00:00:00.00,0,2.9806,0.291338,0,0.704401,0,9569.36,0,1.32881,0,3.45822,0,114.117,0,0.0127286,12.1718,9701.44,15809.7,6109.94,2.72848e-11
7707,2001-02-06,00:00:00.00,0,0,0.291338,0,0.704098,0,9569.96,0,1.30718,0,3.41895,0,114.117,0,0.0125749,11.5894,9701.41,15809.7,6109.98,2.18279e-11
7708,2001-02-07,00:00:00.00,0,0,0.291338,0,0.703802,0,9570.34,0,1.29455,0,3.38027,0,114.117,0,0.0125473,11.2294,9701.37,15809.7,6110.02,2.36469e-11
7709,2001-02-08,00:00:00.00,0,2.7016,0.291338,0,0.703511,0,9570.68,0,1.28317,0,3.34218,0,115.02,0,0.0125246,12.6964,9704.03,15812.4,6110.05,2.36469e-11
7710,2001-02-09,00:00:00.00,0,4.63339,0.291338,0,0.703225,0,9571.11,0,1.26874,0,3.30465,0,119.114,0,0.0124458,12.8253,9708.62,15817.1,6110.09,2.00089e-11
7711,2001-02-10,00:00:00.00,0,0,0.291338,0,0.702945,0,9571.62,0,1.25124,0,3.26769,0,119.114,0,0.0122883,12.3271,9708.59,15817.1,6110.13,2.54659e-11
7712,2001-02-11,00:00:00.00,0,0,0.291338,0,0.70267,0,9572.24,0,1.23009,0,3.23127,0,119.114,0,0.0120051,11.7259,9708.55,15817.1,6110.17,2.18279e-11
7713,2001-02-12,00:00:00.00,0,0,0.291338,0,0.7024,0,9572.8,0,1.21158,0,3.1954,0,119.114,0,0.0117703,11.1843,9708.51,15817.1,6110.2,2.54659e-11
7714,2001-02-13,00:00:00.00,0,0,0.291338,0,0.702135,0,9573.37,0,1.19336,0,3.16005,0,119.114,0,0.011539,10.6412,9708.48,15817.1,6110.24,2.72848e-11
7715,2001-02-14,00:00:00.00,0,0,0.291338,0,0.701875,0,9573.88,0,1.17701,0,3.12523,0,119.114,0,0.0113102,10.1467,9708.44,15817.1,6110.27,2.54659e-11
7716,2001-02-15,00:00:00.00,0,0,0.291338,0,0.70162,0,9574.64,0,1.15242,0,3.09091,0,119.114,0,0.0108154,9.40572,9708.41,15817.1,6110.31,2.91038e-11
7717,2001-02-16,00:00:00.00,0,2.27732,0.291338,0,0.70137,0,9575.22,0,1.1337,0,3.0571,0,119.792,0,0.0102618,10.4454,9710.65,15819.3,6110.34,2.00089e-11
7718,2001-02-17,00:00:00.00,0,0,0.291338,0,0.701124,0,9575.78,0,1.11595,0,3.02377,0,119.792,0,0.00974785,9.90129,9710.62,15819.3,6110.38,1.63709e-11
7719,2001-02-18,00:00:00.00,0,2.67732,0.291338,0,0.700882,0,9576.38,0,1.09765,0,2.99094,0,120.635,0,0.00929456,11.1589,9713.26,15822,6110.41,3.45608e-11
7720,2001-02-19,00:00:00.00,0,0,0.291338,0,0.700645,0,9577.04,0,1.07774,0,2.95857,0,120.635,0,0.00877299,10.5232,9713.23,15822,6110.44,2.18279e-11
7721,2001-02-20,00:00:00.00,0,0,0.291338,0,0.700412,0,9577.81,0,1.05472,0,2.92667,0,120.635,0,0.0081189,9.77671,9713.2,15822,6110.47,2.18279e-11
7722,2001-02-21,00:00:00.00,0,0,0.291338,0,0.700183,0,9578.53,0,1.03352,0,2.89523,0,120.635,0,0.00751579,9.07108,9713.17,15822,6110.5,2.36469e-11
7723,2001-02-22,00:00:00.00,0,0,0.291338,0,0.699959,0,9579.36,0,1.00958,0,2.86424,0,120.635,0,0.00675088,8.26539,9713.14,15822,6110.54,3.27418e-11
7724,2001-02-23,00:00:00.00,0,0,0.291338,0,0.699738,0,9580.23,0,0.984907,0,2.83369,0,120.635,0,0.00589508,7.42849,9713.11,15822,6110.57,2.72848e-11
7725,2001-02-24,00:00:00.00,0,5.54456,0.291338,0,0.699522,0,9580.98,0,0.963786,0,2.80357,0,122.72,0,0.00514258,10.1522,9718.62,15827.6,6110.6,1.27329e-11
7726,2001-02-25,00:00:00.00,0,0,0.291338,0,0.699309,0,9581.87,0,0.938854,0,2.77388,0,122.72,0,0.00403171,9.28862,9718.59,15827.6,6110.63,2.36469e-11
7727,2001-02-26,00:00:00.00,0,0,0.291338,0,0.6991,0,9582.69,0,0.916777,0,2.7446,0,122.72,0,0.0034634,8.49209,9718.56,15827.6,6110.66,2.00089e-11
7728,2001-02-27,00:00:00.00,0,0,0.291338,0,0.698894,0,9583.44,0,0.896605,0,2.71574,0,122.72,0,0.00320341,7.7673,9718.53,15827.6,6110.69,2.36469e-11
7729,2001-02-28,00:00:00.00,0,0,0.291338,0,0.698692,0,9584.17,0,0.876774,0,2.68728,0,122.72,0,0.0029847,7.0598,9718.5,15827.6,6110.71,2.91038e-11
7730,2001-03-01,00:00:00.00,0,0,0.291338,0,0.698494,0,9584.95,0,0.855773,0,2.65922,0,122.72,0,0.00274558,6.30155,9718.47,15827.6,6110.74,7.27596e-12
7731,2001-03-02,00:00:00.00,0,0,0.291338,0,0.698299,0,9585.66,0,0.83535,0,2.63155,0,122.72,0,0.00241552,5.6061,9718.45,15827.6,6110.77,3.27418e-11
7732,2001-03-03,00:00:00.00,0,0,0.291338,0,0.698108,0,9586.52,0,0.808637,0,2.60426,0,122.72,0,0.00199642,4.77447,9718.42,15827.6,6110.8,1.63709e-11
7733,2001-03-04,00:00:00.00,0,0,0.291338,0,0.69792,0,9587.27,0,0.783226,0,2.57734,0,122.72,0,0.00165019,4.05328,9718.39,15827.6,6110.83,3.09228e-11
7734,2001-03-05,00:00:00.00,0,0,0.291338,0,0.697735,0,9587.94,0,0.757661,0,2.5508,0,122.72,0,0.00155819,3.40431,9718.36,15827.6,6110.85,1.63709e-11
7735,2001-03-06,00:00:00.00,0,0,0.291338,0,0.697553,0,9588.73,0,0.722565,0,2.52462,0,122.72,0,0.00136141,2.64968,9718.34,15827.6,6110.88,2.18279e-11
7736,2001-03-07,00:00:00.00,0,0,0.291338,0,0.697374,0,9589.53,0,0.683138,0,2.4988,0,122.446,0.273339,0.00120647,1.8869,9718.31,15827.6,6110.9,2.91038e-11
7737,2001-03-08,00:00:00.00,0,2.34553,0.291338,0,0.697199,0,9590.67,0,0.668439,0,2.47332,0,123.058,0.222769,0.00110132,2.55056,9720.63,15829.9,6110.93,2.54659e-11
7738,2001-03-09,00:00:00.00,0,4.26191,0.291338,0,0.697026,0,9591.79,0,0.644972,0,2.4482,0,125.205,0.000457456,0.000951911,3.79069,9724.87,15834.2,6110.96,2.72848e-11
7739,2001-03-10,00:00:00.00,0,0,0.291338,0,0.696856,0,9593.05,0,0.618393,0,2.42341,0,125.011,0.193575,0.000751948,2.56114,9724.84,15834.2,6110.98,2.72848e-11
7740,2001-03-11,00:00:00.00,0,1.73995,0.291338,0,0.696689,0,9594.09,0,0.595226,0,2.39896,0,125.626,0,0.000605301,2.8614,9726.56,15835.9,6111,1.27329e-11
7741,2001-03-12,00:00:00.00,0,0,0.291338,0,0.696525,0,9594.92,0,0.561589,0,2.37483,0,125.239,0.382207,0.000447308,2.07073,9726.53,15835.9,6111.03,2.72848e-11
7742,2001-03-13,00:00:00.00,0,0,0.291338,0,0.696602,0,9595.56,0,0.616562,0,2.38354,0,124.973,0.503565,0.000359452,1.48962,9726.51,15835.9,6111.05,2.00089e-11
7743,2001-03-14,00:00:00.00,0.447947,3.3812,0.291338,0,0.701856,0,9597.01,0,1.07968,0,2.99262,0,123.223,2.20812,0.000546184,2.80655,9730.31,15839.7,6111.08,2.36469e-11
7744,2001-03-15,00:00:00.00,0,0,0.291338,0,0.701908,0,9598.1,0,1.00768,0,2.98933,0,124.117,1.16798,0.000187783,1.89745,9730.28,15839.7,6111.12,2.54659e-11
7745,2001-03-16,00:00:00.00,0,2.10815,0.291338,0,0.70163,0,9599.34,0,0.908283,0,2.95499,0,125.7,0.116851,0.000161838,2.33258,9732.35,15841.8,6111.15,2.91038e-11
7746,2001-03-17,00:00:00.00,0,0,0.291338,0,0.701453,0,9600.15,0,0.773979,0,2.92972,0,125.449,0.322988,0.000148218,1.69958,9732.31,15841.8,6111.19,3.27418e-11
7747,2001-03-18,00:00:00.00,0,3.82914,0.291338,0,0.701835,0,9601.58,0,0.825003,0,2.95741,0,126.317,0.39642,0.000138593,3.03685,9736.11,15845.7,6111.22,2.00089e-11
7748,2001-03-19,00:00:00.00,0.0738074,4.94223,0.291338,0,0.705301,0,9603.1,0,1.00896,0,3.27345,0,127.727,1.12118,0.000126753,3.86243,9741.09,15850.7,6111.26,2.18279e-11
7749,2001-03-20,00:00:00.00,0,0,0.291338,0,0.710283,0,9604.6,0,1.19949,0,3.71257,0,126.364,1.63531,0.000115571,2.52804,9741.04,15850.7,6111.31,3.45608e-11
7750,2001-03-21,00:00:00.00,0,0,0.291338,0,0.71664,0,9605.81,0,1.30662,0,4.30024,0,125.004,1.91247,0.000104519,1.64195,9740.98,15850.7,6111.36,2.00089e-11
7751,2001-03-22,00:00:00.00,0,0,0.291338,0,0.717085,0,9606.71,0,1.14561,0,4.32008,0,125.181,1.47839,9.60061e-05,1.07035,9740.92,15850.7,6111.43,2.18279e-11
7752,2001-03-23,00:00:00.00,0,0,0.291338,0,0.729795,0,9607.59,0,1.48179,0,5.43334,0,122.453,2.27087,8.65923e-05,0.588524,9740.84,15850.7,6111.51,3.27418e-11
7753,2001-03-24,00:00:00.00,0,0,0.291338,0,0.740947,0,9608.41,0,1.67668,0,6.38553,0,120.615,2.3649,7.77377e-05,0.252861,9740.74,15850.7,6111.61,2.72848e-11
7754,2001-03-25,00:00:00.00,1.00845,6.08756,0.291338,0,0.763838,0,9610.18,0,2.42463,0.000306604,8.21665,0,119.394,2.77476,0.15968,3.49392,9747.7,15857.8,6111.74,3.63798e-11
7755,2001-03-26,00:00:00.00,1.43438,7.0518,0.291338,0,0.794029,0,9612.04,0,3.285,0.0226399,10.4262,0,120.997,3.10616,0.325307,4.70506,9756,15866.3,6111.93,3.09228e-11
7756,2001-03-27,00:00:00.00,0,0,0.291338,0,0.80579,0,9613.91,0,3.83114,0.000369389,11.344,0,119.31,2.92754,0.0408666,3.30749,9755.76,15866.3,6112.16,2.18279e-11
7757,2001-03-28,00:00:00.00,0,9.2465,0.291338,0,0.802212,0,9615.67,0,3.6377,0,11.1088,0,125.674,0.308541,0.000687433,7.27829,9764.77,15875.5,6112.4,2.36469e-11
7758,2001-03-29,00:00:00.00,0,0,0.291338,0,0.801354,0,9617.53,0,3.57968,0,11.0282,0,124.79,0.892214,0.00014121,5.62244,9764.54,15875.5,6112.64,2.54659e-11
7759,2001-03-30,00:00:00.00,0,0,0.291338,0,0.797947,0,9619.28,0,3.3648,0,10.8013,0,125.669,0.0126628,3.42895e-05,4.08882,9764.31,15875.5,6112.87,2.36469e-11
7760,2001-03-31,00:00:00.00,0.00035309,2.35828,0.291338,0,0.795564,0,9621.2,0,3.16706,0,10.6316,0,125.823,0.28323,1.11434e-05,4.24954,9766.44,15877.9,6113.09,2.36469e-11
7761,2001-04-01,00:00:00.00,0,2.34553,0.291338,0,0.792369,0,9622.97,0,2.91757,0,10.4158,0,127.482,0.00335587,0,3.69929,9768.57,15880.2,6113.31,2.72848e-11
7762,2001-04-02,00:00:00.00,0,0,0.291338,0,0.790248,0,9624.8,0,2.72799,0,10.2613,0,127.008,0.334544,0,2.14253,9768.35,15880.2,6113.53,3.63798e-11
7763,2001-04-03,00:00:00.00,0,4.65302,0.291338,0,0.787245,0,9626.63,0,2.56477,0,10.0558,0,128.482,0.00764956,0,3.98038,9772.8,15884.9,6113.73,2.72848e-11
7764,2001-04-04,00:00:00.00,0,0,0.291338,0,0.784396,0,9628.43,0,2.39152,0,9.85847,0,128.367,0.0550131,0,2.41881,9772.6,15884.9,6113.94,2.00089e-11
7765,2001-04-05,00:00:00.00,0,0,0.291338,0,0.78526,0,9630.14,0,1.98038,0,9.8861,0,127.183,0.882277,0,1.24442,9772.4,15884.9,6114.14,1.27329e-11
7766,2001-04-06,00:00:00.00,0,4.27099,0.291338,0,0.782743,0,9632.07,0,1.95921,0,9.70813,0,128.473,0.478726,0,2.70417,9776.47,15889.1,6114.34,2.36469e-11
7767,2001-04-07,00:00:00.00,0.0160953,5.15422,0.291338,0,0.783468,0,9634.06,0,2.04611,0,9.73145,0,130.367,0.728901,0,3.42925,9781.44,15894.3,6114.53,1.63709e-11
7768,2001-04-08,00:00:00.00,0.0217449,3.2656,0.291338,0,0.784752,0,9636.08,0,2.19388,0,9.81449,0,131.524,0.870628,0,2.9681,9784.53,15897.6,6114.73,2.36469e-11
7769,2001-04-09,00:00:00.00,0.00110591,2.08459,0.291338,0,0.7838,0,9638.08,0,2.19534,0,9.73704,0,132.311,0.830715,0,2.18457,9786.41,15899.7,6114.93,1.81899e-11
7770,2001-04-10,00:00:00.00,0,0,0.291338,0,0.788576,0,9639.87,0,1.94456,0,10.068,0,131.16,1.1572,0,0.927806,9786.21,15899.7,6115.14,2.36469e-11
7771,2001-04-11,00:00:00.00,0,0,0.291338,0,0.786814,0,9641.08,0,1.4893,0,9.93901,0,131.083,0.982834,0,0.35063,9786,15899.7,6115.34,3.09228e-11
7772,2001-04-12,00:00:00.00,0,0,0.291338,0,0.783922,0,9641.81,0,1.01197,0,9.7406,0,131.622,0.439722,0,0.099835,9785.8,15899.7,6115.54,2.72848e-11
7773,2001-04-13,00:00:00.00,0,0,0.291338,0,0.781131,0,9642.22,0,0.669667,0,9.54746,0,131.851,0.208846,0,0.0322,9785.61,15899.7,6115.74,2.72848e-11
7774,2001-04-14,00:00:00.00,0,0,0.291338,0,0.778621,0,9642.46,0,0.521856,0,9.37037,0,131.752,0.225452,0,0.0165736,9785.42,15899.7,6115.93,1.45519e-11
7775,2001-04-15,00:00:00.00,0,0,0.291338,0,0.785317,0,9642.7,0,0.659549,0,9.80347,0,128.873,2.09882,0,0.0104742,9785.22,15899.7,6116.13,3.63798e-11
7776,2001-04-16,00:00:00.00,0,0,0.291338,0,0.794932,0,9643.05,0,0.937797,0,10.4935,0,126.968,2.46747,0,0.00686053,9785.01,15899.7,6116.34,2.18279e-11
7777,2001-04-17,00:00:00.00,2.53404,1.61706,0.291338,0,0.842927,0,9645.48,-2.85053e-20,2.35876,0.120479,13.8828,0,121.177,4.22828,0.037262,0.47636,9788.89,15903.8,6116.61,2.00089e-11
7778,2001-04-18,00:00:00.00,0,0,0.291338,0,0.92498,0,9647.34,0,2.6451,0.448763,18.567,0,113.161,5.10981,0,0.00577646,9788.49,15903.8,6117.01,2.00089e-11
7779,2001-04-19,00:00:00.00,0,0,0.291338,0,0.929631,0,9648.51,0,2.40393,0.0507257,20.2725,0,110.74,4.80328,0,0.0015113,9788.01,15903.8,6117.49,2.54659e-11
7780,2001-04-20,00:00:00.00,0,0,0.291338,0,0.949487,0,9649.61,0,2.25964,0.0300064,21.638,0,108.157,4.56287,0,0.000812451,9787.5,15903.8,6118,2.72848e-11
7781,2001-04-21,00:00:00.00,0,0,0.291338,0,0.949246,0,9650.51,0,1.89783,0.000111305,21.7224,0,107.748,3.84934,0,0.000590154,9786.97,15903.8,6118.53,2.54659e-11
7782,2001-04-22,00:00:00.00,0,0,0.291338,0,0.969146,0,9651.38,0,1.89806,0,22.9276,0,105.09,3.85855,0,0.000362063,9786.42,15903.8,6119.08,2.36469e-11
7783,2001-04-23,00:00:00.00,1.13694,2.91042,0.291338,0,0.997805,0,9653.85,0,2.87154,0,24.636,0,102.701,3.86576,0.000446144,0.65623,9789.87,15907.9,6119.68,2.72848e-11
7784,2001-04-24,00:00:00.00,0.672682,0.638926,0.291338,0,1.04503,0,9656.21,0,3.15141,0.0154153,27.637,0,98.1567,3.9723,0,0.0203439,9790.5,15909.2,6120.35,2.54659e-11
7785,2001-04-25,00:00:00.00,0,0,0.291338,0,1.14108,0,9658.06,0,2.86251,0.624349,31.8069,0,90.7966,4.10012,0,0.000468325,9789.69,15909.2,6121.17,3.45608e-11
7786,2001-04-26,00:00:00.00,0,0,0.291338,0,1.7836,0,9659.97,0,3.50771,5.86665,36.9108,0,76.0122,3.78897,0,0.000178795,9788.13,15909.2,6122.73,2.36469e-11
7787,2001-04-27,00:00:00.00,1.77081,0.0269764,0.291338,0,2.07247,0,9662.31,0,4.14535,7.23263,41.9644,0,66.1192,3.30507,0,0.000246302,9787.44,15911,6125.21,2.91038e-11
7788,2001-04-28,00:00:00.00,7.33595,0.00775433,0.291338,0,2.60013,0,9665.9,0,5.87069,9.63581,47.0744,0,56.6407,2.83203,0.638191,0.00145202,9791.48,15918.3,6128.52,2.00089e-11
7789,2001-04-29,00:00:00.00,3.20054,0.904738,0.291338,0,2.24639,0,9669.13,0,6.50713,6.64403,51.217,0,52.7297,2.63152,0.314587,0.393079,9792.11,15922.4,6131.99,3.45608e-11
7790,2001-04-30,00:00:00.00,0.069101,1.6378,0.291338,0,1.66083,0,9671.84,0,6.0877,1.92768,53.7518,0,53.798,1.75857,0.00282088,0.158377,9791.28,15924.2,6134.53,2.54659e-11
7791,2001-05-01,00:00:00.00,0.369139,2.24594,0.291338,0,1.51879,0,9674.41,0,5.98706,0.251431,54.196,0,53.7504,1.59346,0.000120231,0.0818439,9792.08,15926.8,6136.34,1.63709e-11
7792,2001-05-02,00:00:00.00,0.0984815,0.97594,0.291338,0,1.48037,0,9676.48,0,5.06851,0.0411433,53.1538,0,53.7387,1.27151,0,0.00227739,9791.53,15927.8,6137.97,2.18279e-11
7793,2001-05-03,00:00:00.00,0,0,0.291338,0,1.47343,0,9678,0,3.97965,0.0212121,52.7981,0,51.7111,1.66706,0,0.000371148,9789.94,15927.8,6139.56,2.18279e-11
7794,2001-05-04,00:00:00.00,0,0,0.291338,0,1.45983,0,9679.27,0,3.08091,0.00337095,52.1196,0,50.5028,1.64568,0,8.30708e-05,9788.38,15927.8,6141.12,2.54659e-11
7795,2001-05-05,00:00:00.00,2.35382,0.738321,0.291338,0,1.49551,0,9681.65,0,3.77322,0.196614,53.2633,0,47.2543,1.89453,0.000140041,0.0652441,9789.88,15930.9,6142.71,2.36469e-11
7796,2001-05-06,00:00:00.00,0.613257,0.935922,0.291338,0,1.479,0,9683.77,0,3.41844,0.0341563,52.8689,0,46.1368,1.82938,0,0.00249821,9789.83,15932.5,6144.31,2.00089e-11
7797,2001-05-07,00:00:00.00,0,0,0.291338,0,1.45046,0,9685.1,0,2.23939,0,51.5315,0,46.0196,1.63562,0,0.000105718,9788.27,15932.5,6145.87,1.27329e-11
7798,2001-05-08,00:00:00.00,0,0,0.291338,0,1.47049,0,9685.97,0,1.97066,0.0893224,52.2248,0,42.9118,1.78288,0,0,9786.71,15932.5,6147.43,1.63709e-11
7799,2001-05-09,00:00:00.00,0,0,0.291338,0,1.60931,0,9686.9,0,1.99464,1.39923,53.8051,0,37.2285,1.77068,0,0,9785,15932.5,6149.14,2.72848e-11
7800,2001-05-10,00:00:00.00,0,0,0.291338,0,1.57987,0,9687.7,0,1.82399,0.681083,54.9121,0,34.5413,1.65305,0,0,9783.18,15932.5,6150.96,2.54659e-11
7801,2001-05-11,00:00:00.00,0,0,0.291338,0,1.55155,0,9688.45,0,1.60368,0.291405,55.0209,0,32.6687,1.5443,0,0,9781.42,15932.5,6152.72,2.54659e-11
7802,2001-05-12,00:00:00.00,0,0,0.291338,0,1.63894,0,9689.32,0,1.51402,1.05529,55.9634,0,28.4223,1.39521,0,0,9779.6,15932.5,6154.54,2.18279e-11
7803,2001-05-13,00:00:00.00,2.12491,0,0.291338,0,1.93129,0,9691.59,2.90525e-18,2.07637,3.19203,56.8984,0,22.4265,1.12079,0,0,9779.52,15934.6,6156.74,2.18279e-11
